misc/nupdates,misc/total_timesteps,fps,sim_time,train_time,eprewmean,epcostmean,epsuccessmean,epcollisionmean,eppathlengthmean,loss/policy_entropy,loss/policy_loss,loss/value_loss,loss/cost_value_loss
2980,11447040,391,21174.67840027809,8066.719525814056,28.621702,0.49233659599999996,0.992,0.008,18.24661098831892,1.4189385175704956,-0.0009979769056371879,0.3646613011835143,0.06660814638307784
3000,11523840,391,21309.544639348984,8118.960022211075,28.597664,0.462518276,0.992,0.008,18.075859910868108,1.4189385175704956,-0.0024685924603545573,0.04902801048883702,0.05794821184026659
3020,11600640,391,21443.17061662674,8171.84853720665,28.482391,0.521644146,0.99,0.01,18.185209536969662,1.4189385175704956,-0.001772320261807181,1.4036878818034892,0.040317067641444736
3040,11677440,391,21578.59899020195,8225.153983831406,28.530367,0.47708964000000004,0.996,0.004,18.347719970680775,1.4189385175704956,-0.0016085517068859189,0.9817959848034661,0.06799921506390091
3060,11754240,391,21713.59097456932,8278.400245904922,28.738735,0.4676059999999999,0.996,0.004,18.284578994072973,1.4189385175704956,-0.0014688798059069087,0.05948588438623119,0.03054031025603763
3080,11831040,391,21853.330537557602,8332.918726921082,29.086529,0.607871102,0.996,0.004,18.569069142341615,1.4189385175704956,-0.00160384699338465,0.06766164707951247,0.030683141338522547
3100,11907840,391,21988.100843667984,8385.441049098969,28.631752,0.554250036,0.99,0.01,18.254602604174988,1.4189385175704956,-0.0013340642908588052,1.1547820369014516,0.06734036661218852
3120,11984640,391,22121.290063619614,8438.008725643158,28.926098,0.556328416,0.996,0.004,18.311465396866204,1.4189385175704956,-0.0015189800558800925,1.11992544765817,0.08709705231740372
3140,12061440,391,22261.485006809235,8491.541991710663,28.639906,0.528839008,0.994,0.006,18.28261104404926,1.4189385175704956,-0.0015504848045566177,0.7009104147931794,0.042060865703388114
3160,12138240,391,22395.322509765625,8544.981715917587,28.853542,0.46638816399999994,0.998,0.002,18.262764222379772,1.4189385175704956,-0.001885313204547856,0.07156244751822669,0.06081203128997004
3180,12215040,391,22540.14445590973,8599.560364961624,28.681953,0.519378408,0.992,0.008,18.048501956753434,1.4189385175704956,-0.0012706363123015762,0.07542152853275183,0.038921103196480546
3200,12291840,391,22691.4279859066,8655.773577928543,28.419739,0.590028868,0.984,0.016,18.049225073188545,1.4189385175704956,-0.0021521789145481306,2.533190545433899,0.03996675112575758
3220,12368640,391,22829.05990600586,8709.644531965256,28.402077,0.45807167600000004,0.992,0.008,18.29409995340556,1.4189385175704956,-0.002400270522412029,0.05476385859656148,0.02278606473846594
3240,12445440,391,22967.009932756424,8763.442137241364,28.674425,0.366534498,0.994,0.006,18.252184854120017,1.4189385175704956,-0.0019035007997445063,1.2537614304572344,0.03483869100455195
3260,12522240,391,23111.533256292343,8817.652884244919,28.686434,0.517389548,0.99,0.01,18.30132079435559,1.4189385175704956,-0.0017748458663845667,1.3246884612337453,0.0762736664590193
3280,12599040,391,23262.580211400986,8872.951376199722,28.811703,0.4993865879999999,0.99,0.01,18.703899140924214,1.4189385175704956,-0.0017204031595611014,0.06648745838319883,0.055021400898840514
3300,12675840,391,23413.272777557373,8927.955299377441,28.787144,0.549925404,0.992,0.008,18.596401648528875,1.4189385175704956,-0.0017204036135808564,0.049006682384060696,0.03411327140565845
3320,12752640,391,23553.05764245987,8982.418544054031,28.921782,0.486719562,0.994,0.006,18.664763048656283,1.4189385175704956,-0.0018262378085637464,0.07779690402676351,0.03941534715850139
3340,12829440,391,23705.469648361206,9037.059510707855,28.662254,0.522574422,0.992,0.008,18.283963387854396,1.4189385175704956,-0.0011363385274307802,1.7804912213003263,0.0526282322651241
3360,12906240,391,23857.25881075859,9092.151045322418,28.736418,0.47757827,0.996,0.004,17.997789764311165,1.4189385175704956,-0.0023006127201369965,0.06973191621364094,0.03696384141803719
3380,12983040,391,24002.944084882736,9146.406899929047,28.729683,0.492288234,0.992,0.008,18.433874223157762,1.4189385175704956,-0.002477080892504091,0.07989803155651316,0.053763057774631307
3400,13059840,391,24144.03589963913,9200.058299064636,28.617207,0.539922862,0.996,0.004,17.990153849944473,1.4189385175704956,-0.00175195930787595,0.06703919326537289,0.03880510836315807
3420,13136640,391,24276.638430595398,9254.050076246262,28.318165,0.5137770380000001,0.986,0.014,18.42049754190445,1.4189385175704956,-0.0002559591011959128,0.16489322389534208,0.04701414279697928
3440,13213440,391,24414.13692522049,9307.163541793823,28.900414,0.418701992,0.996,0.004,18.370636865265666,1.4189385175704956,-0.00215779627833399,0.07656023053568788,0.0477550280149444
3460,13290240,391,24553.9162003994,9361.30866765976,28.799301,0.501001638,0.996,0.004,18.463486260028557,1.4189385175704956,-0.002451748443127144,1.1372156514960807,0.05627923498104792
3480,13367040,391,24695.987234592438,9416.655554533005,28.799873,0.466506102,1.0,0.0,17.92593695309013,1.4189385175704956,-0.0003570178800146095,0.07357961086090654,0.05568092102184892
3500,13443840,391,24849.05644273758,9473.307950735092,28.55449,0.45807234599999996,0.986,0.014,18.31686490702629,1.4189385175704956,-0.0004231082953992882,0.05540512977750041,0.03522937975794775
