misc/nupdates,misc/total_timesteps,fps,eprewmean,epsuccessmean,epcollisionmean,eppathlengthmean,loss/policy_entropy,loss/policy_loss,loss/value_loss
2360,9066240,866,26.362152,0.928,0.072,23.005568272262813,1.4189385175704956,0.0020808631685213185,1.6665025619091467
2380,9143040,866,26.838106,0.944,0.056,22.883179856568574,1.4189385175704956,-0.0004112076509045437,3.36138507706346
2400,9219840,866,26.086348,0.932,0.068,23.265073209114373,1.4189385175704956,0.0009519350063783349,1.0023181309225038
2420,9296640,866,25.162912,0.91,0.09,22.545818872204983,1.4189385175704956,-0.00048734068259363993,7.158893671375699
2440,9373440,866,26.422884,0.928,0.072,23.545290605278687,1.4189385175704956,0.0009412520632395172,5.9908975437632765
2460,9450240,866,26.022081,0.924,0.076,23.524772941118105,1.4189385175704956,0.0005164072277693777,4.0944172236369925
2480,9527040,866,26.4675,0.934,0.066,24.31969576019235,1.4189385175704956,0.00033439842372899874,2.2582892440957947
2500,9603840,867,26.38155,0.932,0.066,23.948584213560448,1.4189385175704956,0.002929319117538398,0.7756348153576255
2520,9680640,867,25.424885,0.91,0.088,23.016366460535675,1.4189385175704956,-1.9536641775630415e-05,5.254060970898718
2540,9757440,867,25.640928,0.918,0.082,22.91962896439433,1.4189385175704956,0.0015060590914799832,6.237951127951964
2560,9834240,867,25.719172,0.92,0.078,23.356733417812734,1.4189385175704956,0.0029837843307177537,6.6844308824511245
2580,9911040,867,25.336239,0.91,0.09,22.864778204767035,1.4189385175704956,0.0020343926109489983,7.42575963656418
2600,9987840,867,25.328457,0.918,0.082,22.64628448722139,1.4189385175704956,-0.0016283249226034969,2.68875805886928
2620,10064640,867,26.5443,0.938,0.062,23.282543489947916,1.4189385175704956,-0.0010821191572176758,2.1977399641647937
2640,10141440,868,26.340548,0.94,0.06,23.00986064926535,1.4189385175704956,0.00032522524561500176,3.998517451505177
2660,10218240,868,26.098066,0.93,0.07,23.566418696722018,1.4189385175704956,0.00022693094606438536,2.2950296621304007
2680,10295040,868,25.789528,0.924,0.076,22.4153565580314,1.4189385175704956,0.0044224575533007736,6.7831016213749535
2700,10371840,868,26.847258,0.946,0.054,23.347325018387288,1.4189385175704956,-0.0003925691914446361,4.905230510560796
2720,10448640,868,26.72768,0.948,0.052,23.063686519209295,1.4189385175704956,0.0008870163772371597,2.4739745564991606
2740,10525440,868,26.358515,0.934,0.066,23.538548164062203,1.4189385175704956,0.003005519704311155,2.8982758078724147
2760,10602240,868,25.382418,0.914,0.086,22.724554277248682,1.4189385175704956,0.0019198806330678053,7.550375828670804
2780,10679040,868,27.008472,0.948,0.05,23.33571380076371,1.4189385175704956,-3.324311001051683e-05,4.206884861423168
2800,10755840,868,26.459606,0.938,0.06,23.078481686262414,1.4189385175704956,-0.0013600343241705558,2.8728455513715745
2820,10832640,868,25.36571,0.914,0.086,22.755828512558715,1.4189385175704956,0.00036704646045109256,4.194998275861144
2840,10909440,869,26.459476,0.934,0.064,24.223129569439685,1.4189385175704956,-0.0014381250268343138,4.817356220819056
2860,10986240,869,25.535488,0.918,0.082,23.99052158440277,1.4189385175704956,-0.00023642776941414922,7.4572935871779915
2880,11063040,869,26.80065,0.95,0.05,23.477828649191185,1.4189385175704956,0.0005740308348322287,2.2090012432076036
2900,11139840,869,26.615494,0.944,0.056,23.558407750226557,1.4189385175704956,-0.0007899321528384462,2.9636942518875005
2920,11216640,869,26.055586,0.926,0.074,23.188158501233907,1.4189385175704956,-0.000305312177806627,7.259399916115217
2940,11293440,869,26.613169,0.94,0.06,23.236011688269674,1.4189385175704956,0.0025602664740290494,4.953286942816339
2960,11370240,869,25.568125,0.922,0.078,22.852969844067005,1.4189385175704956,0.00046655175246996806,4.635273449262604
2980,11447040,869,26.397057,0.942,0.058,22.70610189775005,1.4189385175704956,0.0005898571478610392,4.736774034041446
3000,11523840,869,26.35251,0.934,0.066,22.697439359676558,1.4189385175704956,0.002297493407968432,5.341065036412329
3020,11600640,870,25.75205,0.928,0.072,23.101458759542556,1.4189385175704956,0.0001236118038832501,3.2006433645728976
3040,11677440,870,25.24758,0.908,0.09,22.05889601043612,1.4189385175704956,0.00038094382689450866,4.027162313624285
3060,11754240,870,25.860243,0.922,0.078,22.937099998380056,1.4189385175704956,0.0005997271677188109,3.630498835979961
3080,11831040,870,27.225115,0.954,0.046,23.748166346210986,1.4189385175704956,-1.6698882973287255e-06,2.4337903764098883
3100,11907840,870,25.774046,0.92,0.076,23.439056555943562,1.4189385175704956,0.000913076654978795,4.955667102115695
3120,11984640,870,26.166021,0.924,0.072,23.3421608266891,1.4189385175704956,-0.0022972011422098147,4.37456655879505
